Freq.	V(vout)
1.37404197501251e+000	(-4.87959206167214e-004dB,-4.08517817407935e-002°)
1.37720946889394e+000	(-4.87959181870583e-004dB,-4.09459548255994e-002°)
1.38038426460288e+000	(-4.87959157455332e-004dB,-4.10403450018051e-002°)
1.38356637897177e+000	(-4.87959132934000e-004dB,-4.11349527698461e-002°)
1.38675582887188e+000	(-4.87959108285370e-004dB,-4.12297786313312e-002°)
1.38995263121334e+000	(-4.87959083539337e-004dB,-4.13248230890233e-002°)
1.39315680294529e+000	(-4.87959058666970e-004dB,-4.14200866468274e-002°)
1.39636836105593e+000	(-4.87959033677913e-004dB,-4.15155698098272e-002°)
1.39958732257261e+000	(-4.87959008586631e-004dB,-4.16112730842604e-002°)
1.40281370456195e+000	(-4.87958983368051e-004dB,-4.17071969775483e-002°)
1.40604752412990e+000	(-4.87958958044354e-004dB,-4.18033419982547e-002°)
1.40928879842186e+000	(-4.87958932591429e-004dB,-4.18997086561448e-002°)
1.41253754462274e+000	(-4.87958907025672e-004dB,-4.19962974621364e-002°)
1.41579377995707e+000	(-4.87958881347082e-004dB,-4.20931089283354e-002°)
1.41905752168908e+000	(-4.87958855537336e-004dB,-4.21901435680307e-002°)
1.42232878712281e+000	(-4.87958829623437e-004dB,-4.22874018956859e-002°)
1.42560759360218e+000	(-4.87958803587061e-004dB,-4.23848844269497e-002°)
1.42889395851109e+000	(-4.87958777417601e-004dB,-4.24825916786826e-002°)
1.43218789927353e+000	(-4.87958751147845e-004dB,-4.25805241689025e-002°)
1.43548943335364e+000	(-4.87958724742111e-004dB,-4.26786824168473e-002°)
1.43879857825583e+000	(-4.87958698210044e-004dB,-4.27770669429338e-002°)
1.44211535152486e+000	(-4.87958671569965e-004dB,-4.28756782687947e-002°)
1.44543977074592e+000	(-4.87958644799695e-004dB,-4.29745169172547e-002°)
1.44877185354475e+000	(-4.87958617910806e-004dB,-4.30735834123424e-002°)
1.45211161758773e+000	(-4.87958590890761e-004dB,-4.31728782793045e-002°)
1.45545908058195e+000	(-4.87958563754026e-004dB,-4.32724020445937e-002°)
1.45881426027534e+000	(-4.87958536470705e-004dB,-4.33721552358703e-002°)
1.46217717445671e+000	(-4.87958509082267e-004dB,-4.34721383820189e-002°)
1.46554784095590e+000	(-4.87958481559779e-004dB,-4.35723520131399e-002°)
1.46892627764385e+000	(-4.87958453927352e-004dB,-4.36727966605539e-002°)
1.47231250243271e+000	(-4.87958426146410e-004dB,-4.37734728568154e-002°)
1.47570653327588e+000	(-4.87958398229490e-004dB,-4.38743811356918e-002°)
1.47910838816819e+000	(-4.87958370217096e-004dB,-4.39755220321901e-002°)
1.48251808514594e+000	(-4.87958342045580e-004dB,-4.40768960825506e-002°)
1.48593564228699e+000	(-4.87958313759302e-004dB,-4.41785038242545e-002°)
1.48936107771090e+000	(-4.87958285332224e-004dB,-4.42803457960088e-002°)
1.49279440957898e+000	(-4.87958256789421e-004dB,-4.43824225377712e-002°)
1.49623565609442e+000	(-4.87958228103889e-004dB,-4.44847345907468e-002°)
1.49968483550236e+000	(-4.87958199297809e-004dB,-4.45872824973726e-002°)
1.50314196609001e+000	(-4.87958170334535e-004dB,-4.46900668013593e-002°)
1.50660706618673e+000	(-4.87958141263251e-004dB,-4.47930880476564e-002°)
1.51008015416413e+000	(-4.87958112037665e-004dB,-4.48963467824747e-002°)
1.51356124843619e+000	(-4.87958082681888e-004dB,-4.49998435532770e-002°)
1.51705036745932e+000	(-4.87958053194955e-004dB,-4.51035789087900e-002°)
1.52054752973248e+000	(-4.87958023573008e-004dB,-4.52075533990119e-002°)
1.52405275379728e+000	(-4.87957993811226e-004dB,-4.53117675752099e-002°)
1.52756605823806e+000	(-4.87957963911538e-004dB,-4.54162219899105e-002°)
1.53108746168202e+000	(-4.87957933883587e-004dB,-4.55209171969277e-002°)
1.53461698279928e+000	(-4.87957903704228e-004dB,-4.56258537513413e-002°)
1.53815464030302e+000	(-4.87957873385998e-004dB,-4.57310322095175e-002°)
1.54170045294954e+000	(-4.87957842938540e-004dB,-4.58364531290955e-002°)
1.54525443953840e+000	(-4.87957812345462e-004dB,-4.59421170690109e-002°)
1.54881661891247e+000	(-4.87957781611583e-004dB,-4.60480245894870e-002°)
1.55238700995807e+000	(-4.87957750728225e-004dB,-4.61541762520265e-002°)
1.55596563160506e+000	(-4.87957719713712e-004dB,-4.62605726194399e-002°)
1.55955250282694e+000	(-4.87957688544897e-004dB,-4.63672142558362e-002°)
1.56314764264094e+000	(-4.87957657236247e-004dB,-4.64741017266137e-002°)
1.56675107010813e+000	(-4.87957625790655e-004dB,-4.65812355984749e-002°)
1.57036280433354e+000	(-4.87957594188833e-004dB,-4.66886164394369e-002°)
1.57398286446620e+000	(-4.87957562447175e-004dB,-4.67962448188220e-002°)
1.57761126969933e+000	(-4.87957530559896e-004dB,-4.69041213072724e-002°)
1.58124803927037e+000	(-4.87957498524103e-004dB,-4.70122464767295e-002°)
1.58489319246110e+000	(-4.87957466343651e-004dB,-4.71206209004600e-002°)
1.58854674859776e+000	(-4.87957434006971e-004dB,-4.72292451530666e-002°)
1.59220872705115e+000	(-4.87957401525633e-004dB,-4.73381198104590e-002°)
1.59587914723672e+000	(-4.87957368893851e-004dB,-4.74472454498723e-002°)
1.59955802861465e+000	(-4.87957336111626e-004dB,-4.75566226498871e-002°)
1.60324539069002e+000	(-4.87957303173171e-004dB,-4.76662519904100e-002°)
1.60694125301286e+000	(-4.87957270084272e-004dB,-4.77761340526871e-002°)
1.61064563517825e+000	(-4.87957236844930e-004dB,-4.78862694193008e-002°)
1.61435855682647e+000	(-4.87957203450323e-004dB,-4.79966586741765e-002°)
1.61808003764305e+000	(-4.87957169906236e-004dB,-4.81073024025859e-002°)
1.62181009735891e+000	(-4.87957136211706e-004dB,-4.82182011911554e-002°)
1.62554875575047e+000	(-4.87957102349373e-004dB,-4.83293556278565e-002°)
1.62929603263970e+000	(-4.87957068338526e-004dB,-4.84407663020223e-002°)
1.63305194789432e+000	(-4.87957034167591e-004dB,-4.85524338043363e-002°)
1.63681652142779e+000	(-4.87956999850070e-004dB,-4.86643587268522e-002°)
1.64058977319952e+000	(-4.87956965363783e-004dB,-4.87765416629868e-002°)
1.64437172321491e+000	(-4.87956930703907e-004dB,-4.88889832075245e-002°)
1.64816239152549e+000	(-4.87956895904195e-004dB,-4.90016839566059e-002°)
1.65196179822900e+000	(-4.87956860946325e-004dB,-4.91146445077775e-002°)
1.65576996346951e+000	(-4.87956825818724e-004dB,-4.92278654599293e-002°)
1.65958690743754e+000	(-4.87956790526213e-004dB,-4.93413474133597e-002°)
1.66341265037015e+000	(-4.87956755078437e-004dB,-4.94550909697351e-002°)
1.66724721255104e+000	(-4.87956719453215e-004dB,-4.95690967321111e-002°)
1.67109061431069e+000	(-4.87956683670798e-004dB,-4.96833653049359e-002°)
1.67494287602642e+000	(-4.87956647730223e-004dB,-4.97978972940510e-002°)
1.67880401812254e+000	(-4.87956611620881e-004dB,-4.99126933066918e-002°)
1.68267406107045e+000	(-4.87956575343737e-004dB,-5.00277539514970e-002°)
1.68655302538872e+000	(-4.87956538893969e-004dB,-5.01430798385098e-002°)
1.69044093164324e+000	(-4.87956502280255e-004dB,-5.02586715791721e-002°)
1.69433780044731e+000	(-4.87956465507419e-004dB,-5.03745297863432e-002°)
1.69824365246172e+000	(-4.87956428550386e-004dB,-5.04906550742849e-002°)
1.70215850839493e+000	(-4.87956391431336e-004dB,-5.06070480586944e-002°)
1.70608238900310e+000	(-4.87956354126161e-004dB,-5.07237093566638e-002°)
1.71001531509027e+000	(-4.87956316668614e-004dB,-5.08406395867323e-002°)
1.71395730750840e+000	(-4.87956279023976e-004dB,-5.09578393688421e-002°)
1.71790838715757e+000	(-4.87956241215394e-004dB,-5.10753093243830e-002°)
1.72186857498599e+000	(-4.87956203230330e-004dB,-5.11930500761613e-002°)
1.72583789199018e+000	(-4.87956165064926e-004dB,-5.13110622484340e-002°)
1.72981635921508e+000	(-4.87956126722077e-004dB,-5.14293464668862e-002°)
1.73380399775412e+000	(-4.87956088201781e-004dB,-5.15479033586435e-002°)
1.73780082874935e+000	(-4.87956049520433e-004dB,-5.16667335522947e-002°)
1.74180687339159e+000	(-4.87956010632708e-004dB,-5.17858376778593e-002°)
1.74582215292048e+000	(-4.87955971587788e-004dB,-5.19052163668198e-002°)
1.74984668862464e+000	(-4.87955932364458e-004dB,-5.20248702521104e-002°)
1.75388050184174e+000	(-4.87955892945359e-004dB,-5.21447999681166e-002°)
1.75792361395867e+000	(-4.87955853347848e-004dB,-5.22650061506992e-002°)
1.76197604641161e+000	(-4.87955813564212e-004dB,-5.23854894371865e-002°)
1.76603782068614e+000	(-4.87955773604095e-004dB,-5.25062504663551e-002°)
1.77010895831740e+000	(-4.87955733461709e-004dB,-5.26272898784751e-002°)
1.77418948089014e+000	(-4.87955693133197e-004dB,-5.27486083152921e-002°)
1.77827941003890e+000	(-4.87955652617596e-004dB,-5.28702064200142e-002°)
1.78237876744807e+000	(-4.87955611912011e-004dB,-5.29920848373491e-002°)
1.78648757485203e+000	(-4.87955571012586e-004dB,-5.31142442134815e-002°)
1.79060585403527e+000	(-4.87955529931857e-004dB,-5.32366851960882e-002°)
1.79473362683250e+000	(-4.87955488668859e-004dB,-5.33594084343409e-002°)
1.79887091512876e+000	(-4.87955447207199e-004dB,-5.34824145789085e-002°)
1.80301774085955e+000	(-4.87955405556520e-004dB,-5.36057042819506e-002°)
1.80717412601090e+000	(-4.87955363700428e-004dB,-5.37292781971494e-002°)
1.81134009261958e+000	(-4.87955321664961e-004dB,-5.38531369796641e-002°)
1.81551566277311e+000	(-4.87955279434689e-004dB,-5.39772812862009e-002°)
1.81970085860996e+000	(-4.87955237013470e-004dB,-5.41017117749446e-002°)
1.82389570231961e+000	(-4.87955194386837e-004dB,-5.42264291056290e-002°)
1.82810021614272e+000	(-4.87955151566363e-004dB,-5.43514339394749e-002°)
1.83231442237119e+000	(-4.87955108552049e-004dB,-5.44767269392621e-002°)
1.83653834334832e+000	(-4.87955065322677e-004dB,-5.46023087692779e-002°)
1.84077200146893e+000	(-4.87955021916824e-004dB,-5.47281800953427e-002°)
1.84501541917945e+000	(-4.87954978309415e-004dB,-5.48543415848066e-002°)
1.84926861897805e+000	(-4.87954934486949e-004dB,-5.49807939065828e-002°)
1.85353162341479e+000	(-4.87954890465820e-004dB,-5.51075377310884e-002°)
1.85780445509167e+000	(-4.87954846244100e-004dB,-5.52345737303258e-002°)
1.86208713666284e+000	(-4.87954801815037e-004dB,-5.53619025778159e-002°)
1.86637969083464e+000	(-4.87954757185384e-004dB,-5.54895249486542e-002°)
1.87068214036577e+000	(-4.87954712352246e-004dB,-5.56174415194707e-002°)
1.87499450806739e+000	(-4.87954667296335e-004dB,-5.57456529684720e-002°)
1.87931681680324e+000	(-4.87954622048513e-004dB,-5.58741599754238e-002°)
1.88364908948977e+000	(-4.87954576592384e-004dB,-5.60029632216491e-002°)
1.88799134909627e+000	(-4.87954530925056e-004dB,-5.61320633900636e-002°)
1.89234361864495e+000	(-4.87954485033027e-004dB,-5.62614611651411e-002°)
1.89670592121112e+000	(-4.87954438938477e-004dB,-5.63911572329274e-002°)
1.90107827992327e+000	(-4.87954392642372e-004dB,-5.65211522810652e-002°)
1.90546071796322e+000	(-4.87954346112887e-004dB,-5.66514469987705e-002°)
1.90985325856621e+000	(-4.87954299379917e-004dB,-5.67820420768616e-002°)
1.91425592502106e+000	(-4.87954252433819e-004dB,-5.69129382077340e-002°)
1.91866874067026e+000	(-4.87954205263984e-004dB,-5.70441360853913e-002°)
1.92309172891013e+000	(-4.87954157883914e-004dB,-5.71756364054294e-002°)
1.92752491319091e+000	(-4.87954110270463e-004dB,-5.73074398650478e-002°)
1.93196831701690e+000	(-4.87954062451600e-004dB,-5.74395471630607e-002°)
1.93642196394658e+000	(-4.87954014408035e-004dB,-5.75719589998816e-002°)
1.94088587759275e+000	(-4.87953966139769e-004dB,-5.77046760775514e-002°)
1.94536008162263e+000	(-4.87953917659340e-004dB,-5.78376990997171e-002°)
1.94984459975802e+000	(-4.87953868936851e-004dB,-5.79710287716645e-002°)
1.95433945577537e+000	(-4.87953820006055e-004dB,-5.81046658002780e-002°)
1.95884467350596e+000	(-4.87953770838986e-004dB,-5.82386108941077e-002°)
1.96336027683602e+000	(-4.87953721446251e-004dB,-5.83728647633027e-002°)
1.96788628970682e+000	(-4.87953671827851e-004dB,-5.85074281196670e-002°)
1.97242273611482e+000	(-4.87953621978964e-004dB,-5.86423016766468e-002°)
1.97696964011183e+000	(-4.87953571917913e-004dB,-5.87774861493245e-002°)
1.98152702580507e+000	(-4.87953521588764e-004dB,-5.89129822544449e-002°)
1.98609491735734e+000	(-4.87953471062881e-004dB,-5.90487907103807e-002°)
1.99067333898716e+000	(-4.87953420277579e-004dB,-5.91849122371763e-002°)
1.99526231496885e+000	(-4.87953369275292e-004dB,-5.93213475565501e-002°)
1.99986186963271e+000	(-4.87953318029016e-004dB,-5.94580973918547e-002°)
2.00447202736513e+000	(-4.87953266551288e-004dB,-5.95951624681263e-002°)
2.00909281260870e+000	(-4.87953214827643e-004dB,-5.97325435120848e-002°)
2.01372424986236e+000	(-4.87953162874475e-004dB,-5.98702412520845e-002°)
2.01836636368153e+000	(-4.87953110673461e-004dB,-6.00082564182116e-002°)
2.02301917867824e+000	(-4.87953058235210e-004dB,-6.01465897421932e-002°)
2.02768271952125e+000	(-4.87953005558756e-004dB,-6.02852419574662e-002°)
2.03235701093619e+000	(-4.87952952635420e-004dB,-6.04242137991514e-002°)
2.03704207770569e+000	(-4.87952899472918e-004dB,-6.05635060040512e-002°)
2.04173794466950e+000	(-4.87952846060640e-004dB,-6.07031193107045e-002°)
2.04644463672464e+000	(-4.87952792391838e-004dB,-6.08430544593080e-002°)
2.05116217882553e+000	(-4.87952738496405e-004dB,-6.09833121917907e-002°)
2.05589059598411e+000	(-4.87952684339625e-004dB,-6.11238932517791e-002°)
2.06062991326997e+000	(-4.87952629922462e-004dB,-6.12647983846335e-002°)
2.06538015581050e+000	(-4.87952575272884e-004dB,-6.14060283374094e-002°)
2.07014134879101e+000	(-4.87952520364850e-004dB,-6.15475838588926e-002°)
2.07491351745488e+000	(-4.87952465201256e-004dB,-6.16894656996024e-002°)
2.07969668710366e+000	(-4.87952409785958e-004dB,-6.18316746117824e-002°)
2.08449088309726e+000	(-4.87952354108348e-004dB,-6.19742113494147e-002°)
2.08929613085401e+000	(-4.87952298182893e-004dB,-6.21170766682044e-002°)
2.09411245585086e+000	(-4.87952241993196e-004dB,-6.22602713256122e-002°)
2.09893988362349e+000	(-4.87952185544081e-004dB,-6.24037960808494e-002°)
2.10377843976644e+000	(-4.87952128841334e-004dB,-6.25476516948609e-002°)
2.10862814993326e+000	(-4.87952071870488e-004dB,-6.26918389303612e-002°)
2.11348903983661e+000	(-4.87952014633474e-004dB,-6.28363585518273e-002°)
2.11836113524847e+000	(-4.87951957133183e-004dB,-6.29812113254662e-002°)
2.12324446200018e+000	(-4.87951899384081e-004dB,-6.31263980192842e-002°)
2.12813904598268e+000	(-4.87951841351451e-004dB,-6.32719194030586e-002°)
2.13304491314654e+000	(-4.87951783046866e-004dB,-6.34177762483109e-002°)
2.13796208950220e+000	(-4.87951724490577e-004dB,-6.35639693283708e-002°)
2.14289060112002e+000	(-4.87951665646903e-004dB,-6.37104994183384e-002°)
2.14783047413050e+000	(-4.87951606551524e-004dB,-6.38573672951004e-002°)
2.15278173472434e+000	(-4.87951547162010e-004dB,-6.40045737373282e-002°)
2.15774440915263e+000	(-4.87951487518863e-004dB,-6.41521195255166e-002°)
2.16271852372698e+000	(-4.87951427581579e-004dB,-6.43000054419197e-002°)
2.16770410481966e+000	(-4.87951367372340e-004dB,-6.44482322706246e-002°)
2.17270117886371e+000	(-4.87951306891146e-004dB,-6.45968007975100e-002°)
2.17770977235312e+000	(-4.87951246127387e-004dB,-6.47457118102712e-002°)
2.18272991184296e+000	(-4.87951185080101e-004dB,-6.48949660984385e-002°)
2.18776162394952e+000	(-4.87951123751214e-004dB,-6.50445644533159e-002°)
2.19280493535041e+000	(-4.87951062149408e-004dB,-6.51945076680761e-002°)
2.19785987278479e+000	(-4.87951000257323e-004dB,-6.53447965377004e-002°)
2.20292646305342e+000	(-4.87950938081710e-004dB,-6.54954318590099e-002°)
2.20800473301886e+000	(-4.87950875606174e-004dB,-6.56464144306413e-002°)
2.21309470960560e+000	(-4.87950812856754e-004dB,-6.57977450531109e-002°)
2.21819641980018e+000	(-4.87950749806447e-004dB,-6.59494245287537e-002°)
2.22330989065136e+000	(-4.87950686480326e-004dB,-6.61014536617541e-002°)
2.22843514927026e+000	(-4.87950622854283e-004dB,-6.62538332581599e-002°)
