Freq.	V(vout)
1.08143395129794e+000	(-1.22289060444009e-003dB,-3.22889947265854e-002°)
1.08392691402120e+000	(-1.22289050425262e-003dB,-3.23634285478882e-002°)
1.08642562361706e+000	(-1.22289040361184e-003dB,-3.24380339568769e-002°)
1.08893009333343e+000	(-1.22289030252741e-003dB,-3.25128113491043e-002°)
1.09144033644876e+000	(-1.22289020098583e-003dB,-3.25877611210338e-002°)
1.09395636627209e+000	(-1.22289009894176e-003dB,-3.26628836700367e-002°)
1.09647819614318e+000	(-1.22288999645790e-003dB,-3.27381793944081e-002°)
1.09900583943252e+000	(-1.22288989344936e-003dB,-3.28136486933604e-002°)
1.10153930954141e+000	(-1.22288979002515e-003dB,-3.28892919670228e-002°)
1.10407861990207e+000	(-1.22288968606180e-003dB,-3.29651096164496e-002°)
1.10662378397766e+000	(-1.22288958168276e-003dB,-3.30411020436155e-002°)
1.10917481526240e+000	(-1.22288947681571e-003dB,-3.31172696514269e-002°)
1.11173172728159e+000	(-1.22288937140180e-003dB,-3.31936128437189e-002°)
1.11429453359173e+000	(-1.22288926559151e-003dB,-3.32701320252483e-002°)
1.11686324778056e+000	(-1.22288915924883e-003dB,-3.33468276017218e-002°)
1.11943788346715e+000	(-1.22288905239305e-003dB,-3.34236999797667e-002°)
1.12201845430196e+000	(-1.22288894509651e-003dB,-3.35007495669492e-002°)
1.12460497396692e+000	(-1.22288883722226e-003dB,-3.35779767717886e-002°)
1.12719745617551e+000	(-1.22288872889857e-003dB,-3.36553820037260e-002°)
1.12979591467280e+000	(-1.22288862013798e-003dB,-3.37329656731658e-002°)
1.13240036323556e+000	(-1.22288851081897e-003dB,-3.38107281914377e-002°)
1.13501081567231e+000	(-1.22288840094056e-003dB,-3.38886699708422e-002°)
1.13762728582343e+000	(-1.22288829063876e-003dB,-3.39667914246124e-002°)
1.14024978756117e+000	(-1.22288817976503e-003dB,-3.40450929669398e-002°)
1.14287833478977e+000	(-1.22288806840907e-003dB,-3.41235750129777e-002°)
1.14551294144553e+000	(-1.22288795652169e-003dB,-3.42022379788210e-002°)
1.14815362149688e+000	(-1.22288784418776e-003dB,-3.42810822815370e-002°)
1.15080038894443e+000	(-1.22288773126165e-003dB,-3.43601083391559e-002°)
1.15345325782109e+000	(-1.22288761781473e-003dB,-3.44393165706616e-002°)
1.15611224219210e+000	(-1.22288750390005e-003dB,-3.45187073960050e-002°)
1.15877735615512e+000	(-1.22288738937294e-003dB,-3.45982812361152e-002°)
1.16144861384034e+000	(-1.22288727437130e-003dB,-3.46780385128785e-002°)
1.16412602941049e+000	(-1.22288715883632e-003dB,-3.47579796491650e-002°)
1.16680961706096e+000	(-1.22288704275160e-003dB,-3.48381050688129e-002°)
1.16949939101987e+000	(-1.22288692616439e-003dB,-3.49184151966381e-002°)
1.17219536554813e+000	(-1.22288680901489e-003dB,-3.49989104584391e-002°)
1.17489755493953e+000	(-1.22288669138028e-003dB,-3.50795912809904e-002°)
1.17760597352080e+000	(-1.22288657313033e-003dB,-3.51604580920599e-002°)
1.18032063565173e+000	(-1.22288645431328e-003dB,-3.52415113203913e-002°)
1.18304155572516e+000	(-1.22288633503329e-003dB,-3.53227513957187e-002°)
1.18576874816716e+000	(-1.22288621514376e-003dB,-3.54041787487750e-002°)
1.18850222743702e+000	(-1.22288609473438e-003dB,-3.54857938112723e-002°)
1.19124200802737e+000	(-1.22288597375886e-003dB,-3.55675970159325e-002°)
1.19398810446427e+000	(-1.22288585222106e-003dB,-3.56495887964650e-002°)
1.19674053130724e+000	(-1.22288573013448e-003dB,-3.57317695875851e-002°)
1.19949930314938e+000	(-1.22288560745186e-003dB,-3.58141398250028e-002°)
1.20226443461741e+000	(-1.22288548422722e-003dB,-3.58966999454378e-002°)
1.20503594037179e+000	(-1.22288536041811e-003dB,-3.59794503866184e-002°)
1.20781383510678e+000	(-1.22288523610651e-003dB,-3.60623915872821e-002°)
1.21059813355048e+000	(-1.22288511113136e-003dB,-3.61455239871706e-002°)
1.21338885046497e+000	(-1.22288498559008e-003dB,-3.62288480270380e-002°)
1.21618600064636e+000	(-1.22288485951255e-003dB,-3.63123641486694e-002°)
1.21898959892486e+000	(-1.22288473276086e-003dB,-3.63960727948545e-002°)
1.22179966016487e+000	(-1.22288460557420e-003dB,-3.64799744094134e-002°)
1.22461619926504e+000	(-1.22288447770470e-003dB,-3.65640694371786e-002°)
1.22743923115840e+000	(-1.22288434924784e-003dB,-3.66483583240142e-002°)
1.23026877081238e+000	(-1.22288422020266e-003dB,-3.67328415168138e-002°)
1.23310483322890e+000	(-1.22288409053636e-003dB,-3.68175194634992e-002°)
1.23594743344451e+000	(-1.22288396030585e-003dB,-3.69023926130199e-002°)
1.23879658653036e+000	(-1.22288382949956e-003dB,-3.69874614153738e-002°)
1.24165230759241e+000	(-1.22288369807890e-003dB,-3.70727263215776e-002°)
1.24451461177138e+000	(-1.22288356604292e-003dB,-3.71581877837043e-002°)
1.24738351424294e+000	(-1.22288343336364e-003dB,-3.72438462548592e-002°)
1.25025903021771e+000	(-1.22288330008736e-003dB,-3.73297021891995e-002°)
1.25314117494141e+000	(-1.22288316620732e-003dB,-3.74157560419165e-002°)
1.25602996369487e+000	(-1.22288303173800e-003dB,-3.75020082692623e-002°)
1.25892541179416e+000	(-1.22288289663117e-003dB,-3.75884593285443e-002°)
1.26182753459066e+000	(-1.22288276085017e-003dB,-3.76751096781124e-002°)
1.26473634747115e+000	(-1.22288262452233e-003dB,-3.77619597773744e-002°)
1.26765186585784e+000	(-1.22288248747403e-003dB,-3.78490100868096e-002°)
1.27057410520854e+000	(-1.22288234988756e-003dB,-3.79362610679396e-002°)
1.27350308101666e+000	(-1.22288221160958e-003dB,-3.80237131833692e-002°)
1.27643880881134e+000	(-1.22288207270951e-003dB,-3.81113668967631e-002°)
1.27938130415752e+000	(-1.22288193315168e-003dB,-3.81992226728477e-002°)
1.28233058265602e+000	(-1.22288179298720e-003dB,-3.82872809774197e-002°)
1.28528665994361e+000	(-1.22288165216688e-003dB,-3.83755422773700e-002°)
1.28824955169313e+000	(-1.22288151063769e-003dB,-3.84640070406332e-002°)
1.29121927361353e+000	(-1.22288136852114e-003dB,-3.85526757362576e-002°)
1.29419584144998e+000	(-1.22288122567449e-003dB,-3.86415488343436e-002°)
1.29717927098395e+000	(-1.22288108227327e-003dB,-3.87306268060977e-002°)
1.30016957803328e+000	(-1.22288093814678e-003dB,-3.88199101237979e-002°)
1.30316677845229e+000	(-1.22288079336348e-003dB,-3.89093992608189e-002°)
1.30617088813183e+000	(-1.22288064793303e-003dB,-3.89990946916148e-002°)
1.30918192299940e+000	(-1.22288050177249e-003dB,-3.90889968917457e-002°)
1.31219989901920e+000	(-1.22288035495707e-003dB,-3.91791063378679e-002°)
1.31522483219223e+000	(-1.22288020747617e-003dB,-3.92694235077335e-002°)
1.31825673855640e+000	(-1.22288005932305e-003dB,-3.93599488801888e-002°)
1.32129563418657e+000	(-1.22287991047840e-003dB,-3.94506829351948e-002°)
1.32434153519466e+000	(-1.22287976100396e-003dB,-3.95416261538128e-002°)
1.32739445772973e+000	(-1.22287961077530e-003dB,-3.96327790182201e-002°)
1.33045441797808e+000	(-1.22287945985899e-003dB,-3.97241420117004e-002°)
1.33352143216332e+000	(-1.22287930827044e-003dB,-3.98157156186361e-002°)
1.33659551654643e+000	(-1.22287915595373e-003dB,-3.99075003245594e-002°)
1.33967668742593e+000	(-1.22287900291463e-003dB,-3.99994966160920e-002°)
1.34276496113786e+000	(-1.22287884927178e-003dB,-4.00917049809993e-002°)
1.34586035405594e+000	(-1.22287869475030e-003dB,-4.01841259081508e-002°)
1.34896288259164e+000	(-1.22287853969161e-003dB,-4.02767598875599e-002°)
1.35207256319427e+000	(-1.22287838378324e-003dB,-4.03696074103635e-002°)
1.35518941235103e+000	(-1.22287822727786e-003dB,-4.04626689688267e-002°)
1.35831344658715e+000	(-1.22287806994786e-003dB,-4.05559450563498e-002°)
1.36144468246594e+000	(-1.22287791190706e-003dB,-4.06494361674857e-002°)
1.36458313658892e+000	(-1.22287775314291e-003dB,-4.07431427979020e-002°)
1.36772882559584e+000	(-1.22287759366119e-003dB,-4.08370654444253e-002°)
1.37088176616484e+000	(-1.22287743347832e-003dB,-4.09312046050257e-002°)
1.37404197501251e+000	(-1.22287727251808e-003dB,-4.10255607788210e-002°)
1.37720946889394e+000	(-1.22287711081039e-003dB,-4.11201344660816e-002°)
1.38038426460288e+000	(-1.22287694833980e-003dB,-4.12149261682190e-002°)
1.38356637897177e+000	(-1.22287678519699e-003dB,-4.13099363878203e-002°)
1.38675582887188e+000	(-1.22287662123631e-003dB,-4.14051656286081e-002°)
1.38995263121334e+000	(-1.22287645648669e-003dB,-4.15006143954866e-002°)
1.39315680294529e+000	(-1.22287629102338e-003dB,-4.15962831945123e-002°)
1.39636836105593e+000	(-1.22287612478657e-003dB,-4.16921725329173e-002°)
1.39958732257261e+000	(-1.22287595780905e-003dB,-4.17882829190933e-002°)
1.40281370456195e+000	(-1.22287579000787e-003dB,-4.18846148626033e-002°)
1.40604752412990e+000	(-1.22287562146792e-003dB,-4.19811688741987e-002°)
1.40928879842186e+000	(-1.22287545212071e-003dB,-4.20779454657942e-002°)
1.41253754462274e+000	(-1.22287528205209e-003dB,-4.21749451504949e-002°)
1.41579377995707e+000	(-1.22287511115692e-003dB,-4.22721684425781e-002°)
1.41905752168908e+000	(-1.22287493950561e-003dB,-4.23696158575120e-002°)
1.42232878712281e+000	(-1.22287476699400e-003dB,-4.24672879119581e-002°)
1.42560759360218e+000	(-1.22287459374457e-003dB,-4.25651851237557e-002°)
1.42889395851109e+000	(-1.22287441963195e-003dB,-4.26633080119632e-002°)
1.43218789927353e+000	(-1.22287424482395e-003dB,-4.27616570968017e-002°)
1.43548943335364e+000	(-1.22287406909971e-003dB,-4.28602328997174e-002°)
1.43879857825583e+000	(-1.22287389265502e-003dB,-4.29590359433366e-002°)
1.44211535152486e+000	(-1.22287371532977e-003dB,-4.30580667515194e-002°)
1.44543977074592e+000	(-1.22287353721656e-003dB,-4.31573258493104e-002°)
1.44877185354475e+000	(-1.22287335828162e-003dB,-4.32568137629724e-002°)
1.45211161758773e+000	(-1.22287317853075e-003dB,-4.33565310199822e-002°)
1.45545908058195e+000	(-1.22287299791090e-003dB,-4.34564781490233e-002°)
1.45881426027534e+000	(-1.22287281642881e-003dB,-4.35566556800204e-002°)
1.46217717445671e+000	(-1.22287263421470e-003dB,-4.36570641440913e-002°)
1.46554784095590e+000	(-1.22287245109303e-003dB,-4.37577040735944e-002°)
1.46892627764385e+000	(-1.22287226712745e-003dB,-4.38585760021238e-002°)
1.47231250243271e+000	(-1.22287208231026e-003dB,-4.39596804644754e-002°)
1.47570653327588e+000	(-1.22287189666748e-003dB,-4.40610179967082e-002°)
1.47910838816819e+000	(-1.22287171012389e-003dB,-4.41625891360959e-002°)
1.48251808514594e+000	(-1.22287152275472e-003dB,-4.42643944211611e-002°)
1.48593564228699e+000	(-1.22287133450886e-003dB,-4.43664343916652e-002°)
1.48936107771090e+000	(-1.22287114545574e-003dB,-4.44687095886218e-002°)
1.49279440957898e+000	(-1.22287095544877e-003dB,-4.45712205542722e-002°)
1.49623565609442e+000	(-1.22287076457377e-003dB,-4.46739678321301e-002°)
1.49968483550236e+000	(-1.22287057285874e-003dB,-4.47769519669498e-002°)
1.50314196609001e+000	(-1.22287038024096e-003dB,-4.48801735047260e-002°)
1.50660706618673e+000	(-1.22287018671755e-003dB,-4.49836329927541e-002°)
1.51008015416413e+000	(-1.22286999225572e-003dB,-4.50873309795548e-002°)
1.51356124843619e+000	(-1.22286979700592e-003dB,-4.51912680149222e-002°)
1.51705036745932e+000	(-1.22286960076370e-003dB,-4.52954446499267e-002°)
1.52054752973248e+000	(-1.22286940365924e-003dB,-4.53998614368909e-002°)
1.52405275379728e+000	(-1.22286920564239e-003dB,-4.55045189294409e-002°)
1.52756605823806e+000	(-1.22286900671703e-003dB,-4.56094176824410e-002°)
1.53108746168202e+000	(-1.22286880685420e-003dB,-4.57145582520714e-002°)
1.53461698279928e+000	(-1.22286860609443e-003dB,-4.58199411957607e-002°)
1.53815464030302e+000	(-1.22286840432968e-003dB,-4.59255670722544e-002°)
1.54170045294954e+000	(-1.22286820174707e-003dB,-4.60314364415598e-002°)
1.54525443953840e+000	(-1.22286799814406e-003dB,-4.61375498649931e-002°)
1.54881661891247e+000	(-1.22286779365567e-003dB,-4.62439079051540e-002°)
1.55238700995807e+000	(-1.22286758819896e-003dB,-4.63505111259368e-002°)
1.55596563160506e+000	(-1.22286738179322e-003dB,-4.64573600925493e-002°)
1.55955250282694e+000	(-1.22286717443073e-003dB,-4.65644553714996e-002°)
1.56314764264094e+000	(-1.22286696608738e-003dB,-4.66717975305814e-002°)
1.56675107010813e+000	(-1.22286675681814e-003dB,-4.67793871389151e-002°)
1.57036280433354e+000	(-1.22286654657769e-003dB,-4.68872247669449e-002°)
1.57398286446620e+000	(-1.22286633536989e-003dB,-4.69953109864037e-002°)
1.57761126969933e+000	(-1.22286612322366e-003dB,-4.71036463703556e-002°)
1.58124803927037e+000	(-1.22286591000591e-003dB,-4.72122314931809e-002°)
1.58489319246110e+000	(-1.22286569586903e-003dB,-4.73210669305920e-002°)
1.58854674859776e+000	(-1.22286548075805e-003dB,-4.74301532596281e-002°)
1.59220872705115e+000	(-1.22286526460737e-003dB,-4.75394910586417e-002°)
1.59587914723672e+000	(-1.22286504751537e-003dB,-4.76490809073388e-002°)
1.59955802861465e+000	(-1.22286482934704e-003dB,-4.77589233867595e-002°)
1.60324539069002e+000	(-1.22286461023352e-003dB,-4.78690190792684e-002°)
1.60694125301286e+000	(-1.22286439006778e-003dB,-4.79793685685899e-002°)
1.61064563517825e+000	(-1.22286416889129e-003dB,-4.80899724397802e-002°)
1.61435855682647e+000	(-1.22286394668860e-003dB,-4.82008312792474e-002°)
1.61808003764305e+000	(-1.22286372353206e-003dB,-4.83119456747648e-002°)
1.62181009735891e+000	(-1.22286349927507e-003dB,-4.84233162154404e-002°)
1.62554875575047e+000	(-1.22286327403047e-003dB,-4.85349434917572e-002°)
1.62929603263970e+000	(-1.22286304768830e-003dB,-4.86468280955520e-002°)
1.63305194789432e+000	(-1.22286282032477e-003dB,-4.87589706200175e-002°)
1.63681652142779e+000	(-1.22286259188297e-003dB,-4.88713716597343e-002°)
1.64058977319952e+000	(-1.22286236240245e-003dB,-4.89840318106306e-002°)
1.64437172321491e+000	(-1.22286213191213e-003dB,-4.90969516700236e-002°)
1.64816239152549e+000	(-1.22286190033583e-003dB,-4.92101318366070e-002°)
1.65196179822900e+000	(-1.22286166765618e-003dB,-4.93235729104483e-002°)
1.65576996346951e+000	(-1.22286143395709e-003dB,-4.94372754929950e-002°)
1.65958690743754e+000	(-1.22286119915369e-003dB,-4.95512401871004e-002°)
1.66341265037015e+000	(-1.22286096323827e-003dB,-4.96654675969861e-002°)
1.66724721255104e+000	(-1.22286072626386e-003dB,-4.97799583282758e-002°)
1.67109061431069e+000	(-1.22286048821601e-003dB,-4.98947129879905e-002°)
1.67494287602642e+000	(-1.22286024899730e-003dB,-5.00097321845377e-002°)
1.67880401812254e+000	(-1.22286000869742e-003dB,-5.01250165277504e-002°)
1.68267406107045e+000	(-1.22285976734628e-003dB,-5.02405666288576e-002°)
1.68655302538872e+000	(-1.22285952481850e-003dB,-5.03563831004811e-002°)
1.69044093164324e+000	(-1.22285928120376e-003dB,-5.04724665566779e-002°)
1.69433780044731e+000	(-1.22285903645289e-003dB,-5.05888176129007e-002°)
1.69824365246172e+000	(-1.22285879060639e-003dB,-5.07054368860479e-002°)
1.70215850839493e+000	(-1.22285854356202e-003dB,-5.08223249944125e-002°)
1.70608238900310e+000	(-1.22285829540467e-003dB,-5.09394825577274e-002°)
1.71001531509027e+000	(-1.22285804615843e-003dB,-5.10569101971525e-002°)
1.71395730750840e+000	(-1.22285779567865e-003dB,-5.11746085352676e-002°)
1.71790838715757e+000	(-1.22285754410131e-003dB,-5.12925781961126e-002°)
1.72186857498599e+000	(-1.22285729129620e-003dB,-5.14108198051385e-002°)
1.72583789199018e+000	(-1.22285703736653e-003dB,-5.15293339892609e-002°)
1.72981635921508e+000	(-1.22285678222936e-003dB,-5.16481213768249e-002°)
1.73380399775412e+000	(-1.22285652599558e-003dB,-5.17671825976255e-002°)
1.73780082874935e+000	(-1.22285626852441e-003dB,-5.18865182829264e-002°)
1.74180687339159e+000	(-1.22285600989587e-003dB,-5.20061290654179e-002°)
1.74582215292048e+000	(-1.22285575003186e-003dB,-5.21260155792786e-002°)
1.74984668862464e+000	(-1.22285548896516e-003dB,-5.22461784601320e-002°)
1.75388050184174e+000	(-1.22285522673533e-003dB,-5.23666183450613e-002°)
1.75792361395867e+000	(-1.22285496325844e-003dB,-5.24873358726385e-002°)
1.76197604641161e+000	(-1.22285469856536e-003dB,-5.26083316828901e-002°)
1.76603782068614e+000	(-1.22285443272167e-003dB,-5.27296064173214e-002°)
1.77010895831740e+000	(-1.22285416558272e-003dB,-5.28511607189278e-002°)
1.77418948089014e+000	(-1.22285389720732e-003dB,-5.29729952321707e-002°)
1.77827941003890e+000	(-1.22285362761284e-003dB,-5.30951106030106e-002°)
1.78237876744807e+000	(-1.22285335676166e-003dB,-5.32175074788850e-002°)
1.78648757485203e+000	(-1.22285308469044e-003dB,-5.33401865087439e-002°)
1.79060585403527e+000	(-1.22285281134227e-003dB,-5.34631483430042e-002°)
1.79473362683250e+000	(-1.22285253674897e-003dB,-5.35863936336006e-002°)
1.79887091512876e+000	(-1.22285226084208e-003dB,-5.37099230339679e-002°)
1.80301774085955e+000	(-1.22285198371611e-003dB,-5.38337371990622e-002°)
1.80717412601090e+000	(-1.22285170528329e-003dB,-5.39578367853122e-002°)
1.81134009261958e+000	(-1.22285142556098e-003dB,-5.40822224506878e-002°)
1.81551566277311e+000	(-1.22285114457329e-003dB,-5.42068948546744e-002°)
1.81970085860996e+000	(-1.22285086225079e-003dB,-5.43318546582749e-002°)
1.82389570231961e+000	(-1.22285057864652e-003dB,-5.44571025240178e-002°)
1.82810021614272e+000	(-1.22285029371032e-003dB,-5.45826391159361e-002°)
1.83231442237119e+000	(-1.22285000749717e-003dB,-5.47084650996361e-002°)
1.83653834334832e+000	(-1.22284971995596e-003dB,-5.48345811422159e-002°)
1.84077200146893e+000	(-1.22284943107125e-003dB,-5.49609879123411e-002°)
1.84501541917945e+000	(-1.22284914085847e-003dB,-5.50876860802020e-002°)
1.84926861897805e+000	(-1.22284884930702e-003dB,-5.52146763175448e-002°)
1.85353162341479e+000	(-1.22284855635228e-003dB,-5.53419592976599e-002°)
1.85780445509167e+000	(-1.22284826212830e-003dB,-5.54695356953909e-002°)
1.86208713666284e+000	(-1.22284796655311e-003dB,-5.55974061871320e-002°)
1.86637969083464e+000	(-1.22284766957462e-003dB,-5.57255714508320e-002°)
1.87068214036577e+000	(-1.22284737125071e-003dB,-5.58540321660247e-002°)
1.87499450806739e+000	(-1.22284707152254e-003dB,-5.59827890137925e-002°)
1.87931681680324e+000	(-1.22284677039012e-003dB,-5.61118426767894e-002°)
1.88364908948977e+000	(-1.22284646790744e-003dB,-5.62411938392461e-002°)
1.88799134909627e+000	(-1.22284616400797e-003dB,-5.63708431869698e-002°)
1.89234361864495e+000	(-1.22284585871195e-003dB,-5.65007914073587e-002°)
1.89670592121112e+000	(-1.22284555201071e-003dB,-5.66310391893515e-002°)
1.90107827992327e+000	(-1.22284524387724e-003dB,-5.67615872235546e-002°)
1.90546071796322e+000	(-1.22284493437520e-003dB,-5.68924362021016e-002°)
1.90985325856621e+000	(-1.22284462341489e-003dB,-5.70235868187283e-002°)
1.91425592502106e+000	(-1.22284431101368e-003dB,-5.71550397688014e-002°)
1.91866874067026e+000	(-1.22284399717734e-003dB,-5.72867957492561e-002°)
1.92309172891013e+000	(-1.22284368187405e-003dB,-5.74188554586785e-002°)
1.92752491319091e+000	(-1.22284336508260e-003dB,-5.75512195971947e-002°)
1.93196831701690e+000	(-1.22284304691196e-003dB,-5.76838888666199e-002°)
1.93642196394658e+000	(-1.22284272718951e-003dB,-5.78168639703412e-002°)
1.94088587759275e+000	(-1.22284240606954e-003dB,-5.79501456133803e-002°)
1.94536008162263e+000	(-1.22284208341126e-003dB,-5.80837345023847e-002°)
1.94984459975802e+000	(-1.22284175929760e-003dB,-5.82176313456273e-002°)
1.95433945577537e+000	(-1.22284143368324e-003dB,-5.83518368530177e-002°)
1.95884467350596e+000	(-1.22284110650741e-003dB,-5.84863517361024e-002°)
1.96336027683602e+000	(-1.22284077793311e-003dB,-5.86211767080709e-002°)
1.96788628970682e+000	(-1.22284044773176e-003dB,-5.87563124837424e-002°)
1.97242273611482e+000	(-1.22284011604899e-003dB,-5.88917597795929e-002°)
1.97696964011183e+000	(-1.22283978287227e-003dB,-5.90275193137574e-002°)
1.98152702580507e+000	(-1.22283944811191e-003dB,-5.91635918060226e-002°)
1.98609491735734e+000	(-1.22283911180936e-003dB,-5.92999779778270e-002°)
1.99067333898716e+000	(-1.22283877396078e-003dB,-5.94366785522801e-002°)
1.99526231496885e+000	(-1.22283843454206e-003dB,-5.95736942541461e-002°)
1.99986186963271e+000	(-1.22283809361491e-003dB,-5.97110258098769e-002°)
2.00447202736513e+000	(-1.22283775108386e-003dB,-5.98486739475883e-002°)
2.00909281260870e+000	(-1.22283740695566e-003dB,-5.99866393970869e-002°)
2.01372424986236e+000	(-1.22283706121488e-003dB,-6.01249228898395e-002°)
2.01836636368153e+000	(-1.22283671391167e-003dB,-6.02635251590139e-002°)
2.02301917867824e+000	(-1.22283636500166e-003dB,-6.04024469394766e-002°)
2.02768271952125e+000	(-1.22283601443856e-003dB,-6.05416889677606e-002°)
2.03235701093619e+000	(-1.22283566235451e-003dB,-6.06812519821225e-002°)
2.03704207770569e+000	(-1.22283530862122e-003dB,-6.08211367225263e-002°)
2.04173794466950e+000	(-1.22283495318565e-003dB,-6.09613439306027e-002°)
2.04644463672464e+000	(-1.22283459613172e-003dB,-6.11018743497254e-002°)
2.05116217882553e+000	(-1.22283423740540e-003dB,-6.12427287249811e-002°)
2.05589059598411e+000	(-1.22283387710219e-003dB,-6.13839078031564e-002°)
2.06062991326997e+000	(-1.22283351509960e-003dB,-6.15254123327732e-002°)
2.06538015581050e+000	(-1.22283315142944e-003dB,-6.16672430640847e-002°)
2.07014134879101e+000	(-1.22283278606280e-003dB,-6.18094007490412e-002°)
2.07491351745488e+000	(-1.22283241902474e-003dB,-6.19518861413778e-002°)
2.07969668710366e+000	(-1.22283205029791e-003dB,-6.20946999965137e-002°)
2.08449088309726e+000	(-1.22283167986301e-003dB,-6.22378430716411e-002°)
2.08929613085401e+000	(-1.22283130769786e-003dB,-6.23813161256977e-002°)
2.09411245585086e+000	(-1.22283093385359e-003dB,-6.25251199193549e-002°)
2.09893988362349e+000	(-1.22283055823181e-003dB,-6.26692552150577e-002°)
2.10377843976644e+000	(-1.22283018095115e-003dB,-6.28137227769889e-002°)
2.10862814993326e+000	(-1.22282980186501e-003dB,-6.29585233710949e-002°)
2.11348903983661e+000	(-1.22282942108625e-003dB,-6.31036577651078e-002°)
2.11836113524847e+000	(-1.22282903842292e-003dB,-6.32491267285192e-002°)
2.12324446200018e+000	(-1.22282865414701e-003dB,-6.33949310325772e-002°)
2.12813904598268e+000	(-1.22282826800679e-003dB,-6.35410714503377e-002°)
2.13304491314654e+000	(-1.22282788009389e-003dB,-6.36875487566049e-002°)
2.13796208950220e+000	(-1.22282749044785e-003dB,-6.38343637280061e-002°)
2.14289060112002e+000	(-1.22282709893075e-003dB,-6.39815171429220e-002°)
2.14783047413050e+000	(-1.22282670566122e-003dB,-6.41290097815607e-002°)
2.15278173472434e+000	(-1.22282631052931e-003dB,-6.42768424259107e-002°)
2.15774440915263e+000	(-1.22282591361122e-003dB,-6.44250158597581e-002°)
2.16271852372698e+000	(-1.22282551484425e-003dB,-6.45735308687161e-002°)
2.16770410481966e+000	(-1.22282511422262e-003dB,-6.47223882401946e-002°)
2.17270117886371e+000	(-1.22282471178394e-003dB,-6.48715887634082e-002°)
2.17770977235312e+000	(-1.22282430748191e-003dB,-6.50211332294231e-002°)
2.18272991184296e+000	(-1.22282390127604e-003dB,-6.51710224311010e-002°)
2.18776162394952e+000	(-1.22282349321646e-003dB,-6.53212571631347e-002°)
2.19280493535041e+000	(-1.22282308328197e-003dB,-6.54718382220645e-002°)
2.19785987278479e+000	(-1.22282267146967e-003dB,-6.56227664062473e-002°)
2.20292646305342e+000	(-1.22282225775063e-003dB,-6.57740425158959e-002°)
2.20800473301886e+000	(-1.22282184212291e-003dB,-6.59256673530593e-002°)
2.21309470960560e+000	(-1.22282142456627e-003dB,-6.60776417216383e-002°)
2.21819641980018e+000	(-1.22282100504309e-003dB,-6.62299664273963e-002°)
2.22330989065136e+000	(-1.22282058366428e-003dB,-6.63826422779236e-002°)
2.22843514927026e+000	(-1.22282016026009e-003dB,-6.65356700827076e-002°)
