Freq.	V(vout)
1.16680961706096e+000	(-1.87629016590642e-004dB,-3.54025691145521e-002°)
1.16949939101987e+000	(-1.87629083879973e-004dB,-3.54841804660293e-002°)
1.17219536554813e+000	(-1.87629151470181e-004dB,-3.55659799511080e-002°)
1.17489755493953e+000	(-1.87629219381516e-004dB,-3.56479680034824e-002°)
1.17760597352080e+000	(-1.87629287602408e-004dB,-3.57301450578486e-002°)
1.18032063565173e+000	(-1.87629356130927e-004dB,-3.58125115498953e-002°)
1.18304155572516e+000	(-1.87629424983467e-004dB,-3.58950679163241e-002°)
1.18576874816716e+000	(-1.87629494157134e-004dB,-3.59778145948350e-002°)
1.18850222743702e+000	(-1.87629563645180e-004dB,-3.60607520241538e-002°)
1.19124200802737e+000	(-1.87629633457246e-004dB,-3.61438806440010e-002°)
1.19398810446427e+000	(-1.87629703586583e-004dB,-3.62272008951129e-002°)
1.19674053130724e+000	(-1.87629774034155e-004dB,-3.63107132192510e-002°)
1.19949930314938e+000	(-1.87629844825035e-004dB,-3.63944180591856e-002°)
1.20226443461741e+000	(-1.87629915922577e-004dB,-3.64783158587150e-002°)
1.20503594037179e+000	(-1.87629987363428e-004dB,-3.65624070626498e-002°)
1.20781383510678e+000	(-1.87630059124442e-004dB,-3.66466921168427e-002°)
1.21059813355048e+000	(-1.87630131223943e-004dB,-3.67311714681586e-002°)
1.21338885046497e+000	(-1.87630203650357e-004dB,-3.68158455645000e-002°)
1.21618600064636e+000	(-1.87630276415258e-004dB,-3.69007148548012e-002°)
1.21898959892486e+000	(-1.87630349510930e-004dB,-3.69857797890309e-002°)
1.22179966016487e+000	(-1.87630422945089e-004dB,-3.70710408181930e-002°)
1.22461619926504e+000	(-1.87630496724484e-004dB,-3.71564983943389e-002°)
1.22743923115840e+000	(-1.87630570842365e-004dB,-3.72421529705480e-002°)
1.23026877081238e+000	(-1.87630645302591e-004dB,-3.73280050009603e-002°)
1.23310483322890e+000	(-1.87630720103231e-004dB,-3.74140549407488e-002°)
1.23594743344451e+000	(-1.87630795254894e-004dB,-3.75003032461432e-002°)
1.23879658653036e+000	(-1.87630870744078e-004dB,-3.75867503744278e-002°)
1.24165230759241e+000	(-1.87630946588143e-004dB,-3.76733967839291e-002°)
1.24451461177138e+000	(-1.87631022778409e-004dB,-3.77602429340461e-002°)
1.24738351424294e+000	(-1.87631099327413e-004dB,-3.78472892852203e-002°)
1.25025903021771e+000	(-1.87631176218760e-004dB,-3.79345362989694e-002°)
1.25314117494141e+000	(-1.87631253477524e-004dB,-3.80219844378662e-002°)
1.25602996369487e+000	(-1.87631331085382e-004dB,-3.81096341655494e-002°)
1.25892541179416e+000	(-1.87631409045227e-004dB,-3.81974859467346e-002°)
1.26182753459066e+000	(-1.87631487374418e-004dB,-3.82855402472004e-002°)
1.26473634747115e+000	(-1.87631566060417e-004dB,-3.83737975338011e-002°)
1.26765186585784e+000	(-1.87631645114797e-004dB,-3.84622582744700e-002°)
1.27057410520854e+000	(-1.87631724537559e-004dB,-3.85509229382166e-002°)
1.27350308101666e+000	(-1.87631804319058e-004dB,-3.86397919951298e-002°)
1.27643880881134e+000	(-1.87631884467009e-004dB,-3.87288659163877e-002°)
1.27938130415752e+000	(-1.87631964982377e-004dB,-3.88181451742516e-002°)
1.28233058265602e+000	(-1.87632045882520e-004dB,-3.89076302420692e-002°)
1.28528665994361e+000	(-1.87632127150080e-004dB,-3.89973215942839e-002°)
1.28824955169313e+000	(-1.87632208790843e-004dB,-3.90872197064264e-002°)
1.29121927361353e+000	(-1.87632290811559e-004dB,-3.91773250551363e-002°)
1.29419584144998e+000	(-1.87632373209335e-004dB,-3.92676381181275e-002°)
1.29717927098395e+000	(-1.87632455979349e-004dB,-3.93581593742538e-002°)
1.30016957803328e+000	(-1.87632539147639e-004dB,-3.94488893034263e-002°)
1.30316677845229e+000	(-1.87632622682382e-004dB,-3.95398283867027e-002°)
1.30617088813183e+000	(-1.87632706615400e-004dB,-3.96309771062199e-002°)
1.30918192299940e+000	(-1.87632790931265e-004dB,-3.97223359452535e-002°)
1.31219989901920e+000	(-1.87632875639620e-004dB,-3.98139053881715e-002°)
1.31522483219223e+000	(-1.87632960733713e-004dB,-3.99056859204658e-002°)
1.31825673855640e+000	(-1.87633046221261e-004dB,-3.99976780287478e-002°)
1.32129563418657e+000	(-1.87633132105157e-004dB,-4.00898822007519e-002°)
1.32434153519466e+000	(-1.87633218390221e-004dB,-4.01822989253407e-002°)
1.32739445772973e+000	(-1.87633305069703e-004dB,-4.02749286924826e-002°)
1.33045441797808e+000	(-1.87633392148426e-004dB,-4.03677719933097e-002°)
1.33352143216332e+000	(-1.87633479624460e-004dB,-4.04608293200543e-002°)
1.33659551654643e+000	(-1.87633567510342e-004dB,-4.05541011661128e-002°)
1.33967668742593e+000	(-1.87633655799322e-004dB,-4.06475880259871e-002°)
1.34276496113786e+000	(-1.87633744493328e-004dB,-4.07412903953436e-002°)
1.34586035405594e+000	(-1.87633833603932e-004dB,-4.08352087709802e-002°)
1.34896288259164e+000	(-1.87633923125349e-004dB,-4.09293436508424e-002°)
1.35207256319427e+000	(-1.87634013054685e-004dB,-4.10236955340299e-002°)
1.35518941235103e+000	(-1.87634103401584e-004dB,-4.11182649207826e-002°)
1.35831344658715e+000	(-1.87634194167010e-004dB,-4.12130523124998e-002°)
1.36144468246594e+000	(-1.87634285351928e-004dB,-4.13080582117307e-002°)
1.36458313658892e+000	(-1.87634376953444e-004dB,-4.14032831221848e-002°)
1.36772882559584e+000	(-1.87634468974452e-004dB,-4.14987275487538e-002°)
1.37088176616484e+000	(-1.87634561433274e-004dB,-4.15943919974469e-002°)
1.37404197501251e+000	(-1.87634654303872e-004dB,-4.16902769754910e-002°)
1.37720946889394e+000	(-1.87634747610356e-004dB,-4.17863829912487e-002°)
1.38038426460288e+000	(-1.87634841349833e-004dB,-4.18827105542686e-002°)
1.38356637897177e+000	(-1.87634935516515e-004dB,-4.19792601752624e-002°)
1.38675582887188e+000	(-1.87635030119083e-004dB,-4.20760323661336e-002°)
1.38995263121334e+000	(-1.87635125163323e-004dB,-4.21730276399582e-002°)
1.39315680294529e+000	(-1.87635220646341e-004dB,-4.22702465109901e-002°)
1.39636836105593e+000	(-1.87635316562352e-004dB,-4.23676894946833e-002°)
1.39958732257261e+000	(-1.87635412930641e-004dB,-4.24653571076607e-002°)
1.40281370456195e+000	(-1.87635509733852e-004dB,-4.25632498677486e-002°)
1.40604752412990e+000	(-1.87635606994164e-004dB,-4.26613682939761e-002°)
1.40928879842186e+000	(-1.87635704695183e-004dB,-4.27597129065426e-002°)
1.41253754462274e+000	(-1.87635802852339e-004dB,-4.28582842268763e-002°)
1.41579377995707e+000	(-1.87635901457917e-004dB,-4.29570827775791e-002°)
1.41905752168908e+000	(-1.87636000527347e-004dB,-4.30561090824804e-002°)
1.42232878712281e+000	(-1.87636100044234e-004dB,-4.31553636665966e-002°)
1.42560759360218e+000	(-1.87636200023043e-004dB,-4.32548470561780e-002°)
1.42889395851109e+000	(-1.87636300466669e-004dB,-4.33545597786705e-002°)
1.43218789927353e+000	(-1.87636401365467e-004dB,-4.34545023627477e-002°)
1.43548943335364e+000	(-1.87636502740654e-004dB,-4.35546753382792e-002°)
1.43879857825583e+000	(-1.87636604571977e-004dB,-4.36550792363864e-002°)
1.44211535152486e+000	(-1.87636706879687e-004dB,-4.37557145893949e-002°)
1.44543977074592e+000	(-1.87636809664751e-004dB,-4.38565819308715e-002°)
1.44877185354475e+000	(-1.87636912922345e-004dB,-4.39576817955953e-002°)
1.45211161758773e+000	(-1.87637016648612e-004dB,-4.40590147195899e-002°)
1.45545908058195e+000	(-1.87637120860911e-004dB,-4.41605812401126e-002°)
1.45881426027534e+000	(-1.87637225558277e-004dB,-4.42623818956637e-002°)
1.46217717445671e+000	(-1.87637330730103e-004dB,-4.43644172259722e-002°)
1.46554784095590e+000	(-1.87637436387960e-004dB,-4.44666877720334e-002°)
1.46892627764385e+000	(-1.87637542537634e-004dB,-4.45691940760602e-002°)
1.47231250243271e+000	(-1.87637649176234e-004dB,-4.46719366815363e-002°)
1.47570653327588e+000	(-1.87637756307615e-004dB,-4.47749161332006e-002°)
1.47910838816819e+000	(-1.87637863935635e-004dB,-4.48781329770262e-002°)
1.48251808514594e+000	(-1.87637972052581e-004dB,-4.49815877602713e-002°)
1.48593564228699e+000	(-1.87638080674844e-004dB,-4.50852810314355e-002°)
1.48936107771090e+000	(-1.87638189794712e-004dB,-4.51892133402942e-002°)
1.49279440957898e+000	(-1.87638299424719e-004dB,-4.52933852378800e-002°)
1.49623565609442e+000	(-1.87638409552331e-004dB,-4.53977972765112e-002°)
1.49968483550236e+000	(-1.87638520192975e-004dB,-4.55024500097649e-002°)
1.50314196609001e+000	(-1.87638631343760e-004dB,-4.56073439924996e-002°)
1.50660706618673e+000	(-1.87638743008543e-004dB,-4.57124797808551e-002°)
1.51008015416413e+000	(-1.87638855185394e-004dB,-4.58178579322460e-002°)
1.51356124843619e+000	(-1.87638967883958e-004dB,-4.59234790053765e-002°)
1.51705036745932e+000	(-1.87639081100377e-004dB,-4.60293435602546e-002°)
1.52054752973248e+000	(-1.87639194841402e-004dB,-4.61354521581429e-002°)
1.52405275379728e+000	(-1.87639309103174e-004dB,-4.62418053616286e-002°)
1.52756605823806e+000	(-1.87639423894374e-004dB,-4.63484037345935e-002°)
1.53108746168202e+000	(-1.87639539216930e-004dB,-4.64552478421948e-002°)
1.53461698279928e+000	(-1.87639655070841e-004dB,-4.65623382509225e-002°)
1.53815464030302e+000	(-1.87639771461895e-004dB,-4.66696755285628e-002°)
1.54170045294954e+000	(-1.87639888386233e-004dB,-4.67772602441872e-002°)
1.54525443953840e+000	(-1.87640005853499e-004dB,-4.68850929682193e-002°)
1.54881661891247e+000	(-1.87640123862730e-004dB,-4.69931742723679e-002°)
1.55238700995807e+000	(-1.87640242414888e-004dB,-4.71015047296731e-002°)
1.55596563160506e+000	(-1.87640361514796e-004dB,-4.72100849144878e-002°)
1.55955250282694e+000	(-1.87640481162453e-004dB,-4.73189154025056e-002°)
1.56314764264094e+000	(-1.87640601366540e-004dB,-4.74279967707186e-002°)
1.56675107010813e+000	(-1.87640722119341e-004dB,-4.75373295974788e-002°)
1.57036280433354e+000	(-1.87640843440143e-004dB,-4.76469144624447e-002°)
1.57398286446620e+000	(-1.87640965308695e-004dB,-4.77567519466396e-002°)
1.57761126969933e+000	(-1.87641087751034e-004dB,-4.78668426324059e-002°)
1.58124803927037e+000	(-1.87641210752696e-004dB,-4.79771871034271e-002°)
1.58489319246110e+000	(-1.87641334322358e-004dB,-4.80877859447393e-002°)
1.58854674859776e+000	(-1.87641458459057e-004dB,-4.81986397427354e-002°)
1.59220872705115e+000	(-1.87641583172437e-004dB,-4.83097490851499e-002°)
1.59587914723672e+000	(-1.87641708459603e-004dB,-4.84211145610648e-002°)
1.59955802861465e+000	(-1.87641834331165e-004dB,-4.85327367609399e-002°)
1.60324539069002e+000	(-1.87641960775550e-004dB,-4.86446162765809e-002°)
1.60694125301286e+000	(-1.87642087807222e-004dB,-4.87567537011573e-002°)
1.61064563517825e+000	(-1.87642215422326e-004dB,-4.88691496292161e-002°)
1.61435855682647e+000	(-1.87642343640147e-004dB,-4.89818046566632e-002°)
1.61808003764305e+000	(-1.87642472434649e-004dB,-4.90947193807980e-002°)
1.62181009735891e+000	(-1.87642601822224e-004dB,-4.92078944002644e-002°)
1.62554875575047e+000	(-1.87642731814446e-004dB,-4.93213303151237e-002°)
1.62929603263970e+000	(-1.87642862406493e-004dB,-4.94350277267910e-002°)
1.63305194789432e+000	(-1.87642993607043e-004dB,-4.95489872380814e-002°)
1.63681652142779e+000	(-1.87643125397775e-004dB,-4.96632094532018e-002°)
1.64058977319952e+000	(-1.87643257805690e-004dB,-4.97776949777367e-002°)
1.64437172321491e+000	(-1.87643390827894e-004dB,-4.98924444186816e-002°)
1.64816239152549e+000	(-1.87643524454745e-004dB,-5.00074583844347e-002°)
1.65196179822900e+000	(-1.87643658702636e-004dB,-5.01227374847781e-002°)
1.65576996346951e+000	(-1.87643793580246e-004dB,-5.02382823309176e-002°)
1.65958690743754e+000	(-1.87643929062503e-004dB,-5.03540935354533e-002°)
1.66341265037015e+000	(-1.87644065185088e-004dB,-5.04701717124153e-002°)
1.66724721255104e+000	(-1.87644201928712e-004dB,-5.05865174772284e-002°)
1.67109061431069e+000	(-1.87644339305913e-004dB,-5.07031314467546e-002°)
1.67494287602642e+000	(-1.87644477323442e-004dB,-5.08200142392588e-002°)
1.67880401812254e+000	(-1.87644615963940e-004dB,-5.09371664744602e-002°)
1.68267406107045e+000	(-1.87644755253444e-004dB,-5.10545887734666e-002°)
1.68655302538872e+000	(-1.87644895187132e-004dB,-5.11722817588589e-002°)
1.69044093164324e+000	(-1.87645035755362e-004dB,-5.12902460546189e-002°)
1.69433780044731e+000	(-1.87645176977420e-004dB,-5.14084822861925e-002°)
1.69824365246172e+000	(-1.87645318861986e-004dB,-5.15269910804559e-002°)
1.70215850839493e+000	(-1.87645461392664e-004dB,-5.16457730657189e-002°)
1.70608238900310e+000	(-1.87645604581029e-004dB,-5.17648288717662e-002°)
1.71001531509027e+000	(-1.87645748437686e-004dB,-5.18841591298144e-002°)
1.71395730750840e+000	(-1.87645892946243e-004dB,-5.20037644725418e-002°)
1.71790838715757e+000	(-1.87646038131773e-004dB,-5.21236455340759e-002°)
1.72186857498599e+000	(-1.87646183979810e-004dB,-5.22438029500297e-002°)
1.72583789199018e+000	(-1.87646330506748e-004dB,-5.23642373574585e-002°)
1.72981635921508e+000	(-1.87646477705837e-004dB,-5.24849493948949e-002°)
1.73380399775412e+000	(-1.87646625586720e-004dB,-5.26059397023378e-002°)
1.73780082874935e+000	(-1.87646774153254e-004dB,-5.27272089212676e-002°)
1.74180687339159e+000	(-1.87646923395797e-004dB,-5.28487576946446e-002°)
1.74582215292048e+000	(-1.87647073334600e-004dB,-5.29705866669096e-002°)
1.74984668862464e+000	(-1.87647223968697e-004dB,-5.30926964839825e-002°)
1.75388050184174e+000	(-1.87647375294232e-004dB,-5.32150877932871e-002°)
1.75792361395867e+000	(-1.87647527318920e-004dB,-5.33377612437264e-002°)
1.76197604641161e+000	(-1.87647680044689e-004dB,-5.34607174856812e-002°)
1.76603782068614e+000	(-1.87647833468646e-004dB,-5.35839571710938e-002°)
1.77010895831740e+000	(-1.87647987615864e-004dB,-5.37074809533432e-002°)
1.77418948089014e+000	(-1.87648142463200e-004dB,-5.38312894873387e-002°)
1.77827941003890e+000	(-1.87648298029939e-004dB,-5.39553834295151e-002°)
1.78237876744807e+000	(-1.87648454307402e-004dB,-5.40797634377947e-002°)
1.78648757485203e+000	(-1.87648611315842e-004dB,-5.42044301716321e-002°)
1.79060585403527e+000	(-1.87648769045614e-004dB,-5.43293842919999e-002°)
1.79473362683250e+000	(-1.87648927497684e-004dB,-5.44546264613927e-002°)
1.79887091512876e+000	(-1.87649086693265e-004dB,-5.45801573438261e-002°)
1.80301774085955e+000	(-1.87649246615966e-004dB,-5.47059776048641e-002°)
1.80717412601090e+000	(-1.87649407277357e-004dB,-5.48320879115818e-002°)
1.81134009261958e+000	(-1.87649568686118e-004dB,-5.49584889326122e-002°)
1.81551566277311e+000	(-1.87649730830677e-004dB,-5.50851813381143e-002°)
1.81970085860996e+000	(-1.87649893721641e-004dB,-5.52121657998064e-002°)
1.82389570231961e+000	(-1.87650057372512e-004dB,-5.53394429909388e-002°)
1.82810021614272e+000	(-1.87650221774610e-004dB,-5.54670135863271e-002°)
1.83231442237119e+000	(-1.87650386935650e-004dB,-5.55948782623419e-002°)
1.83653834334832e+000	(-1.87650552863348e-004dB,-5.57230376969078e-002°)
1.84077200146893e+000	(-1.87650719553844e-004dB,-5.58514925695070e-002°)
1.84501541917945e+000	(-1.87650887014855e-004dB,-5.59802435612053e-002°)
1.84926861897805e+000	(-1.87651055245416e-004dB,-5.61092913546197e-002°)
1.85353162341479e+000	(-1.87651224255171e-004dB,-5.62386366339467e-002°)
1.85780445509167e+000	(-1.87651394047012e-004dB,-5.63682800849764e-002°)
1.86208713666284e+000	(-1.87651564619975e-004dB,-5.64982223950494e-002°)
1.86637969083464e+000	(-1.87651735981775e-004dB,-5.66284642531122e-002°)
1.87068214036577e+000	(-1.87651908134340e-004dB,-5.67590063497024e-002°)
1.87499450806739e+000	(-1.87652081081529e-004dB,-5.68898493769281e-002°)
1.87931681680324e+000	(-1.87652254826233e-004dB,-5.70209940285228e-002°)
1.88364908948977e+000	(-1.87652429379062e-004dB,-5.71524409997900e-002°)
1.88799134909627e+000	(-1.87652604729406e-004dB,-5.72841909876548e-002°)
1.89234361864495e+000	(-1.87652780884017e-004dB,-5.74162446906357e-002°)
1.89670592121112e+000	(-1.87652957864110e-004dB,-5.75486028088771e-002°)
1.90107827992327e+000	(-1.87653135651363e-004dB,-5.76812660441252e-002°)
1.90546071796322e+000	(-1.87653314262169e-004dB,-5.78142350997393e-002°)
1.90985325856621e+000	(-1.87653493703279e-004dB,-5.79475106807275e-002°)
1.91425592502106e+000	(-1.87653673968907e-004dB,-5.80810934936926e-002°)
1.91866874067026e+000	(-1.87653855058088e-004dB,-5.82149842468730e-002°)
1.92309172891013e+000	(-1.87654036993967e-004dB,-5.83491836501460e-002°)
1.92752491319091e+000	(-1.87654219765936e-004dB,-5.84836924150344e-002°)
1.93196831701690e+000	(-1.87654403387496e-004dB,-5.86185112546821e-002°)
1.93642196394658e+000	(-1.87654587850932e-004dB,-5.87536408838828e-002°)
1.94088587759275e+000	(-1.87654773172638e-004dB,-5.88890820190850e-002°)
1.94536008162263e+000	(-1.87654959340078e-004dB,-5.90248353783931e-002°)
1.94984459975802e+000	(-1.87655146361930e-004dB,-5.91609016815416e-002°)
1.95433945577537e+000	(-1.87655334261339e-004dB,-5.92972816499525e-002°)
1.95884467350596e+000	(-1.87655523020946e-004dB,-5.94339760066939e-002°)
1.96336027683602e+000	(-1.87655712652325e-004dB,-5.95709854765034e-002°)
1.96788628970682e+000	(-1.87655903162225e-004dB,-5.97083107857978e-002°)
1.97242273611482e+000	(-1.87656094548717e-004dB,-5.98459526626590e-002°)
1.97696964011183e+000	(-1.87656286814695e-004dB,-5.99839118368602e-002°)
1.98152702580507e+000	(-1.87656479971731e-004dB,-6.01221890398360e-002°)
1.98609491735734e+000	(-1.87656674032362e-004dB,-6.02607850047178e-002°)
1.99067333898716e+000	(-1.87656868966692e-004dB,-6.03997004663367e-002°)
1.99526231496885e+000	(-1.87657064817152e-004dB,-6.05389361612050e-002°)
1.99986186963271e+000	(-1.87657261562528e-004dB,-6.06784928275349e-002°)
2.00447202736513e+000	(-1.87657459224035e-004dB,-6.08183712052475e-002°)
2.00909281260870e+000	(-1.87657657792994e-004dB,-6.09585720359586e-002°)
2.01372424986236e+000	(-1.87657857278083e-004dB,-6.10990960630046e-002°)
2.01836636368153e+000	(-1.87658057683161e-004dB,-6.12399440314205e-002°)
2.02301917867824e+000	(-1.87658259010156e-004dB,-6.13811166879816e-002°)
2.02768271952125e+000	(-1.87658461273533e-004dB,-6.15226147811631e-002°)
2.03235701093619e+000	(-1.87658664471364e-004dB,-6.16644390611744e-002°)
2.03704207770569e+000	(-1.87658868599790e-004dB,-6.18065902799604e-002°)
2.04173794466950e+000	(-1.87659073672314e-004dB,-6.19490691911916e-002°)
2.04644463672464e+000	(-1.87659279700507e-004dB,-6.20918765502701e-002°)
2.05116217882553e+000	(-1.87659486668939e-004dB,-6.22350131143525e-002°)
2.05589059598411e+000	(-1.87659694595934e-004dB,-6.23784796423326e-002°)
2.06062991326997e+000	(-1.87659903485348e-004dB,-6.25222768948614e-002°)
2.06538015581050e+000	(-1.87660113333324e-004dB,-6.26664056343288e-002°)
2.07014134879101e+000	(-1.87660324151435e-004dB,-6.28108666248984e-002°)
2.07491351745488e+000	(-1.87660535947395e-004dB,-6.29556606324898e-002°)
2.07969668710366e+000	(-1.87660748721204e-004dB,-6.31007884247761e-002°)
2.08449088309726e+000	(-1.87660962469970e-004dB,-6.32462507712245e-002°)
2.08929613085401e+000	(-1.87661177212978e-004dB,-6.33920484430540e-002°)
2.09411245585086e+000	(-1.87661392942515e-004dB,-6.35381822132766e-002°)
2.09893988362349e+000	(-1.87661609663402e-004dB,-6.36846528566688e-002°)
2.10377843976644e+000	(-1.87661827392033e-004dB,-6.38314611498093e-002°)
2.10862814993326e+000	(-1.87662046125514e-004dB,-6.39786078710609e-002°)
2.11348903983661e+000	(-1.87662265865776e-004dB,-6.41260938005839e-002°)
2.11836113524847e+000	(-1.87662486628246e-004dB,-6.42739197203316e-002°)
2.12324446200018e+000	(-1.87662708400389e-004dB,-6.44220864140649e-002°)
2.12813904598268e+000	(-1.87662931197635e-004dB,-6.45705946673491e-002°)
2.13304491314654e+000	(-1.87663155019983e-004dB,-6.47194452675565e-002°)
2.13796208950220e+000	(-1.87663379887684e-004dB,-6.48686390038864e-002°)
2.14289060112002e+000	(-1.87663605775666e-004dB,-6.50181766673419e-002°)
2.14783047413050e+000	(-1.87663832717680e-004dB,-6.51680590507574e-002°)
2.15278173472434e+000	(-1.87664060710834e-004dB,-6.53182869488053e-002°)
2.15774440915263e+000	(-1.87664289751271e-004dB,-6.54688611579600e-002°)
2.16271852372698e+000	(-1.87664519847669e-004dB,-6.56197824765765e-002°)
2.16770410481966e+000	(-1.87664751004850e-004dB,-6.57710517047997e-002°)
2.17270117886371e+000	(-1.87664983233422e-004dB,-6.59226696446648e-002°)
2.17770977235312e+000	(-1.87665216529527e-004dB,-6.60746371000290e-002°)
2.18272991184296e+000	(-1.87665450906667e-004dB,-6.62269548765974e-002°)
2.18776162394952e+000	(-1.87665686362913e-004dB,-6.63796237819567e-002°)
2.19280493535041e+000	(-1.87665922909837e-004dB,-6.65326446255414e-002°)
2.19785987278479e+000	(-1.87666160544545e-004dB,-6.66860182186492e-002°)
2.20292646305342e+000	(-1.87666399272825e-004dB,-6.68397453744609e-002°)
2.20800473301886e+000	(-1.87666639111069e-004dB,-6.69938269080099e-002°)
2.21309470960560e+000	(-1.87666880058314e-004dB,-6.71482636362289e-002°)
2.21819641980018e+000	(-1.87667122107809e-004dB,-6.73030563779318e-002°)
2.22330989065136e+000	(-1.87667365274020e-004dB,-6.74582059538088e-002°)
2.22843514927026e+000	(-1.87667609574304e-004dB,-6.76137131864430e-002°)
